Protein_name	Condition1_Rep_1_Frac1	Condition1_Rep_1_Frac2	Condition1_Rep_1_Frac3	Condition1_Rep_1_Frac4	Condition1_Rep_1_Frac5	Condition1_Rep_1_Frac6	Condition1_Rep_1_Frac7	Condition1_Rep_1_Frac8	Condition1_Rep_1_Frac9	Condition1_Rep_1_Frac10	Condition1_Rep_1_Frac11	Condition1_Rep_1_Frac12	Condition1_Rep_1_Frac13	Condition1_Rep_1_Frac14	Condition1_Rep_1_Frac15	Condition1_Rep_1_Frac16	Condition1_Rep_1_Frac17	Condition1_Rep_1_Frac18	Condition1_Rep_1_Frac19	Condition1_Rep_1_Frac20	Condition1_Rep_1_Frac21	Condition1_Rep_1_Frac22	Condition1_Rep_1_Frac23	Condition1_Rep_1_Frac24	Condition1_Rep_1_Frac25	Condition1_Rep_1_Frac26	Condition1_Rep_1_Frac27	Condition1_Rep_1_Frac28	Condition1_Rep_1_Frac29	Condition1_Rep_1_Frac30	Condition1_Rep_1_Frac31	Condition1_Rep_1_Frac32	Condition1_Rep_1_Frac33	Condition1_Rep_1_Frac34	Condition1_Rep_1_Frac35	Condition1_Rep_1_Frac36	Condition1_Rep_1_Frac37	Condition1_Rep_1_Frac38	Condition1_Rep_1_Frac39	Condition1_Rep_1_Frac40	Condition2_Rep_1_Frac1	Condition2_Rep_1_Frac2	Condition2_Rep_1_Frac3	Condition2_Rep_1_Frac4	Condition2_Rep_1_Frac5	Condition2_Rep_1_Frac6	Condition2_Rep_1_Frac7	Condition2_Rep_1_Frac8	Condition2_Rep_1_Frac9	Condition2_Rep_1_Frac10	Condition2_Rep_1_Frac11	Condition2_Rep_1_Frac12	Condition2_Rep_1_Frac13	Condition2_Rep_1_Frac14	Condition2_Rep_1_Frac15	Condition2_Rep_1_Frac16	Condition2_Rep_1_Frac17	Condition2_Rep_1_Frac18	Condition2_Rep_1_Frac19	Condition2_Rep_1_Frac20	Condition2_Rep_1_Frac21	Condition2_Rep_1_Frac22	Condition2_Rep_1_Frac23	Condition2_Rep_1_Frac24	Condition2_Rep_1_Frac25	Condition2_Rep_1_Frac26	Condition2_Rep_1_Frac27	Condition2_Rep_1_Frac28	Condition2_Rep_1_Frac29	Condition2_Rep_1_Frac30	Condition2_Rep_1_Frac31	Condition2_Rep_1_Frac32	Condition2_Rep_1_Frac33	Condition2_Rep_1_Frac34	Condition2_Rep_1_Frac35	Condition2_Rep_1_Frac36	Condition2_Rep_1_Frac37	Condition2_Rep_1_Frac38	Condition2_Rep_1_Frac39	Condition2_Rep_1_Frac40	Condition3_Rep_1_Frac1	Condition3_Rep_1_Frac2	Condition3_Rep_1_Frac3	Condition3_Rep_1_Frac4	Condition3_Rep_1_Frac5	Condition3_Rep_1_Frac6	Condition3_Rep_1_Frac7	Condition3_Rep_1_Frac8	Condition3_Rep_1_Frac9	Condition3_Rep_1_Frac10	Condition3_Rep_1_Frac11	Condition3_Rep_1_Frac12	Condition3_Rep_1_Frac13	Condition3_Rep_1_Frac14	Condition3_Rep_1_Frac15	Condition3_Rep_1_Frac16	Condition3_Rep_1_Frac17	Condition3_Rep_1_Frac18	Condition3_Rep_1_Frac19	Condition3_Rep_1_Frac20	Condition3_Rep_1_Frac21	Condition3_Rep_1_Frac22	Condition3_Rep_1_Frac23	Condition3_Rep_1_Frac24	Condition3_Rep_1_Frac25	Condition3_Rep_1_Frac26	Condition3_Rep_1_Frac27	Condition3_Rep_1_Frac28	Condition3_Rep_1_Frac29	Condition3_Rep_1_Frac30	Condition3_Rep_1_Frac31	Condition3_Rep_1_Frac32	Condition3_Rep_1_Frac33	Condition3_Rep_1_Frac34	Condition3_Rep_1_Frac35	Condition3_Rep_1_Frac36	Condition3_Rep_1_Frac37	Condition3_Rep_1_Frac38	Condition3_Rep_1_Frac39	Condition3_Rep_1_Frac40
Protein2497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6322300	11622000	61396000	5170300	28251000	1807700	37529000	43968000	17090000	17154000	4948400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10176000	0	0	0	0	4605400	4792200	11050000	16168000	46227000	23727000	29300000	114790000	135600000	65588000	20567000	0	0	0	0	0	0	28684000	19601000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7513700	10858000	11292000	0	7625100	2856400	0	0	138660000	131760000	125740000	73184000	3782000	3517100	0	0	0	0	0	0
Protein2498	0	0	0	0	0	0	0	2251800	0	0	0	0	0	0	0	0	0	4733900	0	0	0	0	0	0	8739000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein2499	840480000	1742800000	1060600000	694220000	491340000	314070000	314580000	647960000	297140000	384870000	153500000	116610000	107070000	25048000	15940000	13199000	6625600	12640000	0	0	0	0	0	2922600	14539000	7315100	5149900	1101900	0	14736000	4708600	0	0	0	4865500	6084500	0	0	0	110870000	366690000	733250000	476550000	999560000	1018400000	468830000	1172300000	772400000	1016400000	1202100000	287390000	336730000	282280000	71092000	140460000	128030000	32959000	25260000	40520000	6063800	1724500	2401400	2937400	1540500	1449100	0	0	0	0	0	0	0	0	0	0	0	0	0	22370000	55398000	35671000	88823000	113960000	273700000	169750000	268940000	285630000	202580000	130420000	172930000	63479000	117880000	51443000	231850000	173440000	65480000	6995600	33969000	4776000	0	4817700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5556900	214230000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6364200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein2501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60465000	260180000	174680000	31464000	4740100	700220	17125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35320000	48193000	596000000	11138000	3487100	4994300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8744300	0	0	0	0	0	0	0	0	0	0	0	0
Protein2502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38418000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein2503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6466500	0	3190800	0	38282000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99535000	950400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein2504	0	0	0	5179500	39230000	241020000	310120000	1907000000	1146100000	2098200000	1307600000	1585000000	1799500000	425430000	294070000	533440000	228960000	465400000	28011000	52263000	84448000	108890000	107070000	35442000	243420000	128900000	59771000	13261000	6028800	75282000	11446000	22760000	105310000	73607000	59535000	13532000	29863000	23317000	50461000	20488000	2449000	3500600	16262000	29423000	120110000	59021000	485110000	546770000	901240000	1958600000	356640000	488080000	439870000	483130000	460560000	683010000	80990000	73157000	381900000	182060000	333130000	106810000	57963000	29569000	14463000	6932900	16205000	0	0	0	0	7613700	5333000	4558500	7530800	5405500	21475000	34355000	118060000	52297000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48663000	0	11093000	0	0	0	0	0	0	0	0	0	0	0	10983000	13855000
Protein2505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5744500	6450700	6612800	8594900	0	0	0	0	0	0	17826000	44225000	324620000	754830000	1425300000	1718200000	1431300000	934220000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2469100	0	3472400	0	0	0	0	0	0	0	18942000	292910000	708100000	1382700000	1083200000	1015800000	413560000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13034000	24841000	239710000	409660000	440110000	365640000	299620000	256050000	139190000	141850000	239680000	147120000	129250000	79509000
Protein2506	184170000	641590000	544700000	254290000	207800000	36521000	19450000	43501000	11318000	11161000	4257100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76113000	228210000	142880000	118460000	107580000	73372000	56625000	42417000	28208000	23974000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7118500	21950000	19456000	16336000	23492000	25982000	0	0	7200800	9389500	42577000	34038000	6713300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein2507	15422000	170710000	45563000	16241000	12103000	3535800	6378200	14952000	9147200	9725900	6003600	0	0	1804400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2541600	9452100	2778500	8443800	6377000	1185500	6630800	5042000	7047500	4713500	1095300	3245400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein2508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155110000	0	34284000	65837000	87381000	92123000	17517000	260500000	229740000	27649000	11952000	120630000	13908000000	4158800000	6109800000	12101000000	7007400000	9972900000	8214300000	2828600000	1896100000	1831300000	3689800000	14459000	6272700	6219700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22417000	97426000	109510000	720870000	153370000	55771000	11845000	8467600	7754600	8787200	0	56725000	103600000	112130000	2342700000	2568600000	2511400000	7125700000	11027000000	13132000000	11579000000	7865700000	3219700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24421000	37317000	0	18419000	18553000	15300000	68635000	10646000	892830000	3404600000	4935900000	10304000000	11591000000	6393500000	1399700000	2183300000	6373800000	4595900000	2258800000	1343300000
Protein2509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8473600	5515700	0	14762000	1339500	0	0	0	0	3702900	13085000	53892000	8749100	26264000	20496000	33592000	26816000	40295000	46920000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5455800	0	0	0	0	0	0	9380400	5173700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein2510	0	0	0	0	0	0	0	0	0	0	0	0	13499000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3374200	7926400	8349700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein2511	8382700	0	0	0	9905700	11580000	24260000	108070000	57709000	99178000	62996000	168820000	323050000	158590000	253400000	406690000	278330000	649380000	32016000	31720000	14337000	22958000	21757000	5383700	62024000	20056000	3951100	0	0	0	0	0	0	0	0	0	0	6080900	17686000	0	16773000	24005000	3924500	18638000	18773000	7079500	8032100	19025000	16283000	42154000	6236000	30368000	36008000	58096000	111240000	173180000	75596000	99678000	212840000	71453000	51383000	12085000	16299000	4682500	0	0	0	0	0	0	0	0	0	0	0	0	0	11413000	36932000	0	17255000	11701000	30679000	19057000	23134000	39811000	7650600	17381000	4673900	7639300	15516000	56479000	46992000	235440000	128880000	187040000	7410000	112440000	15080000	0	10723000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12749000	20315000
Protein2512	0	0	0	0	0	0	0	0	0	0	0	1927100	36277000	15264000	25516000	488580000	171510000	112870000	36217000	3367900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6666300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1191900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12040000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein2513	4292400	17471000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2507200	4677600	3544300	3750200	1766600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5352900	6037600	5563300	5104400	2312500	3511500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein2514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5022500	12281000	0	0	0	35485000	3322700	4453600	10320000	13196000	12133000	26419000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein2515	257310000	657350000	247660000	172110000	95609000	225940000	183700000	838840000	923070000	2292400000	1918100000	3033900000	4202900000	1994900000	1940400000	1990100000	911390000	1845500000	132760000	164120000	306670000	228210000	121440000	85786000	1041300000	845850000	806710000	187810000	231970000	2359400000	316210000	210010000	362240000	109410000	108790000	35824000	41833000	36897000	49127000	60255000	814220000	2036300000	1482800000	1579100000	1154800000	305790000	629830000	356300000	393750000	643240000	147060000	166000000	145030000	292910000	407670000	613040000	140700000	167370000	366030000	238580000	450650000	125180000	53557000	61249000	113420000	125310000	177450000	6876800	43650000	21247000	0	14590000	5574400	2425000	3976000	34221000	95167000	94674000	195310000	64656000	611570000	298950000	281810000	215290000	40730000	45093000	46315000	64560000	28214000	47119000	112670000	69601000	34880000	275850000	163900000	133080000	5802600	324650000	106460000	45954000	523870000	582220000	66762000	87113000	171290000	88683000	496930000	56277000	361060000	448210000	295120000	272600000	259390000	52417000	0	0	51300000	25288000	28853000	7704100
Protein2516	6989200	0	0	0	0	0	0	15819000	0	6832300	3006500	13791000	15208000	0	0	19984000	0	31844000	0	9119100	0	9424200	17793000	11013000	129690000	184530000	202690000	159000000	354530000	3167200000	906950000	504210000	653930000	427910000	478490000	357060000	208390000	131300000	75094000	60570000	32462000	28070000	15962000	4704600	11872000	5930600	14424000	15821000	15336000	38538000	7185300	6825100	6698200	0	11160000	2521100	6140700	0	0	0	0	0	0	0	0	7086100	23817000	11472000	100120000	86323000	71370000	136080000	64790000	42448000	53848000	32583000	41318000	19896000	4156100	0	14977000	49626000	4195300	10923000	9365200	22335000	5461800	0	2799100	3889300	8295500	7179500	0	0	0	0	0	0	0	0	0	0	0	0	0	12098000	34952000	26812000	196650000	128640000	109500000	50528000	26739000	34824000	3640300	6861800	6993500	6569100	3687900	0
Protein2517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5391500	2348600	0	0	0	13536000	0	5040900	13955000	2819700	0	0	19677000	36543000	44195000	71803000	17096000	32410000	30559000	17850000	30403000	10929000	25276000	19350000	28246000	32204000	18787000	26028000	26788000	48659000	84335000	101070000	2893900	38685000	88126000	66349000	80660000	65987000	55521000	0	0	0	0	0	0	5397900	0	30300000	32148000	44009000	152920000	200400000	263360000	340130000	552900000	305780000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6287500	10333000	28630000	23555000	34456000	36811000
Protein2518	0	0	0	1615000	20437000	9824900	11708000	122820000	25097000	12881000	14505000	5059600	3548800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24951000	4776100	1520100	5689200	2615000	3177300	0	0	0	0	0	0	0	0	9342000	90871000	77641000	236340000	205410000	233030000	196270000	31429000	27099000	6558900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22339000	11249000	274440	38781000	22956000	74344000	36551000	19661000	0	0	0	0	0	0	0	0	0	0	0	25296000	22238000	47669000	10506000	37549000	36366000	29440000	34126000	27862000	0	6092800	2233200	0	0	0	0
Protein2519	352650	70071000	157260000	107090000	166700000	21657000	26154000	95238000	26302000	46997000	21553000	7787500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2357400	5113600	4930500	18899000	7107000	3450200	8604800	11433000	7036500	6761800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21385000	23553000	25493000	2517500	48011000	33546000	35769000	7003400	0	0	0	1867200	9605400	2411100	2202100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein2520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11790000	101190000	119060000	20247000	0	0	4088600	0	0	0	0	0	0	8360700	10396000	14504000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13505000	13793000	14000000	4797400	0	0	0	0	0	0	0	0	0	0	6781800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2674500	10605000	8603700	5328800	0
Protein2521	0	0	0	0	0	0	0	0	2127600	5606600	7308700	14257000	18652000	8399800	7845300	10268000	8423600	11219000	0	0	3131900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1939900	4539400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein2522	24279000	92582000	29191000	9452300	1906800	0	0	0	3174600	0	0	0	0	0	0	0	6916700	8701300	3649900	7354800	5525100	5764300	0	0	0	7056800	3224700	2249000	3641200	56286000	22316000	13496000	22797000	25126000	2622600	51960000	39241000	52732000	90627000	208210000	90152000	147360000	113600000	61467000	27201000	0	2538000	1733300	1860100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54812000	70139000	9232100	43044000	13535000	0	0	0	0	0	0	7482700	13145000	13248000	0	14300000	16799000	21193000	15517000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675720000	416450000	162480000	94885000	59716000	0	0	0	0	0	0	0
Protein2523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19046000	16455000	38356000	8926900	15500000	4944900	3413000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein2524	21496000	17287000	0	0	0	0	967060	23496000	21361000	37171000	15970000	12880000	3991000	0	0	0	0	0	0	0	8452600	13927000	6992100	4164500	23835000	17158000	0	0	0	7799200	1717600	2599400	13469000	14083000	54938000	213360000	360990000	411160000	516550000	730550000	64207000	30604000	23191000	24886000	14728000	2602200	7142400	0	8830800	16783000	0	0	0	0	0	0	0	0	0	0	16189000	5493100	0	0	0	0	0	0	0	0	0	56658000	59054000	90885000	233630000	283660000	384850000	423140000	1022200000	743100000	85110000	39415000	24141000	14504000	11200000	7936900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1025700	45860000	40600000	28647000	24393000	4443900	5026500	0	0	0	4432900	30584000	44942000
Protein2525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5072700	0	4402800	0	0	0	0	0	0	7623900	5084500	0	0	0	9118700	0	0	0	0	4316400	5975000	9757200	9376800	6796500	6978700	0	0	0	5502600	11059000	22506000	77449000	159910000	246740000	52483000	145920000	0	0	0	158130000	0	15865000	0	0	0	0	0	0	0	0	4305100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21552000	42530000	232490000	387190000	404410000	952240000	1040700000	1648700000	1140100000	228510000	0	0	226500000	86677000	0	0	0	0	0	0	0	0	0	0	0	3999300	7470800	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein2526	469690000	1062400000	392940000	173460000	85178000	125540000	99608000	431130000	134380000	238540000	88429000	347930000	723980000	53947000	43098000	99904000	8960400	50077000	0	0	0	47014000	0	0	13090000	9628000	0	0	0	4181400	0	1458600	32437000	31329000	57523000	59526000	52494000	32191000	18246000	14440000	634950000	1052400000	851550000	573620000	446760000	74522000	153780000	91272000	80755000	318750000	12853000	44446000	60233000	97016000	82650000	71140000	0	0	0	4997100	0	11028000	8266000	0	0	0	0	0	0	0	0	0	0	4359700	20626000	39353000	67176000	43948000	20554000	0	146760000	283590000	131810000	80640000	40882000	41204000	6719700	4445200	0	0	0	0	0	0	0	0	0	17698000	0	0	37869000	17265000	0	0	10116000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein2527	2369700	9192800	3034200	1197400	0	0	0	0	0	0	0	0	0	0	0	0	8329700	18070000	7408700	30190000	12839000	102160000	309520000	179340000	68501000	84711000	56449000	6026800	0	12466000	45597000	152360000	478710000	988400000	2061900000	4054300000	4482500000	6702200000	9360500000	11078000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8254500	31775000	50176000	38783000	53008000	34722000	46784000	2932400	0	0	2319600	44455000	233460000	645220000	1357300000	1969200000	2267000000	2809700000	4459500000	2595800000	4345100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9691300	0	0	0	0	0	0	0	6546100	152470000	186380000	478500000	1766800000	1261800000	1198700000	1039300000	786740000	405580000	226300000
Protein2528	4142500	6050200	4828800	3229500	4212700	2504600	2988400	16492000	8611600	58657000	61295000	210230000	641790000	445550000	653630000	4303100000	1563600000	2171200000	281050000	172620000	63669000	80998000	54099000	75926000	92224000	158050000	25669000	7140000	9844600	238580000	38631000	33862000	88285000	57086000	79875000	112040000	61337000	57724000	70796000	211990000	22214000	27075000	8356700	10610000	5972400	6378800	5665200	0	0	27570000	14003000	59961000	280010000	345850000	1228400000	1115500000	1208000000	404930000	705610000	348320000	826670000	124300000	45702000	4305400	0	0	0	0	0	0	0	0	0	0	0	5510500	11711000	8359200	30940000	4193900	0	0	0	0	0	0	0	0	0	0	2625400	26465000	22218000	20762000	16242000	337300000	136010000	10356000	63721000	0	32883000	153990000	18153000	0	223010000	0	15640000	0	0	7818900	0	0	0	0	0	0	0	0	0	0
Protein2529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58660000	0	172600000	47660000	0	0	0	0	0	0	0	0	0	0	10521000	0	0	2066400	5956200	999330	1146000	2043100	7217800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein2530	0	23252000	15593000	27776000	67864000	16744000	32623000	70596000	26770000	49646000	37521000	21794000	3923300	9880800	6310800	118730000	64989000	0	157380000	206230000	66741000	232710000	371630000	210900000	29237000	36477000	4943900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2753300	0	12230000	11970000	18074000	18119000	11580000	11729000	4467400	14956000	7980200	0	5745400	0	5219800	0	10375000	0	5933700	0	2110100	9123400	9806700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11412000	37650000	0	0	9787000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein2531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25953000	313330000	1600100000	673360000	952020000	1334800000	1654100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4906300	13236000	58877000	56047000	144580000	79657000	115870000	5126200	170830000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23175000	0	0	0	0	0	0	0	0	0	0	33693000	18810000	79108000	52624000	44036000	0	0
Protein2532	0	110940000	94491000	29612000	21481000	9645300	5818500	32716000	9005500	8507500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17800000	120690000	100180000	79065000	61766000	2281100	13930000	5247000	0	16622000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3590100	11768000	15777000	18672000	6029700	0	0	0	0	0	0	0	0	0	28589000	36011000	0	89200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein2533	0	14405000	23379000	19730000	89204000	8219600	7506500	61467000	5065900	21777000	19396000	3163900	5736800	3521400	2087900	12403000	5340900	8296200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2369600	3266400	12121000	22955000	37683000	144950000	0	0	0	3789000	21496000	72102000	54955000	66637000	43457000	50675000	31277000	16091000	13901000	0	14072000	0	0	0	0	0	0	0	0	0	2790100	4113200	0	2381800	2993000	0	0	0	6735500	15081000	7793900	9487600	15701000	47142000	17321000	247060000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5217800	2598000	4120300	5439100	11637000	0	0
